	id	leg_term	desc	pos_tag	term_root
983	6090059	түншлэлийн үе шат	түншлэлийн төслийн урьдчилсан болон тохиромжтой байдлын үнэлгээ хийх, урьдчилсан техник, эдийн засгийн үндэслэл, нарийвчилсан техник, эдийн засгийн үндэслэл болон түншлэлийн эх төсөл боловсруулах, түншлэлийн төслийг тодорхойлох, хувийн хэвшлийн түншлэгчийг сонгон шалгаруулах, түншлэлийн гэрээг байгуулах, гэрээний удирдлагыг хангах, төслийг хэрэгжүүлэх буюу гэрээний дагуу нийтийн зориулалттай дэд бүтэц, төрийн үйлчилгээг үзүүлэх, төслийн хэрэгжилтэд хяналт тавьж, мониторинг хийх, төслийн үйл ажиллагаа болон үр дүнд аудит хийх, тайлагнах, хувийн хэвшлийн түншлэгч түншлэлээс гарах, дэд бүтцийг төрийн түншлэгчид шилжүүлэх зэрэг түншлэлийн төслийн төлөвлөлт, хэрэгжилтийн бүх үе шатыг	NM	шат
914	5270018	гаагийн хэлэлцээр	1999 онд баталж, нэмэлт, өөрчлөлт оруулсан бүтээгдэхүүний загварын олон улсын бүртгэлийн тухай гаагийн хэлэлцээрийн женевийн акт болон түүнийг дагаж гарсан дүрэм, журам, зааврыг	NM	хэлэлцээр
973	7180015	тооллогын ажилтан	энэ хуулийн 1352-т заасан тооллогын комиссын гишүүн, тэдгээрт гэрээгээр ажиллаж байгаа түр ажилтныг	NM	ажилтан
973	7180015	тооллогын ажилтн	энэ хуулийн 1352-т заасан тооллогын комиссын гишүүн, тэдгээрт гэрээгээр ажиллаж байгаа түр ажилтныг	NM	ажилтан
971	1790021	хөлөг онгоцны баг	хөлөг онгоцны аюулгүй ажиллагааг хангах үүрэг бүхий мэргэжлийн бүрэлдэхүүнийг	NM	баг
954	140415	группийн оролцогч	дараах нөхцөлийн аль нэгийг хангасан этгээдийг:	NM	оролцогч
955	6600016	усан замын тээвэр	гол мөрөн, нуурын усанд усан замын тээврийн хэрэгслээр хийх зорчигч, ачаа тээвэрлэлтийг	NM	тээвэр
955	6600016	усан замын тээвр	гол мөрөн, нуурын усанд усан замын тээврийн хэрэгслээр хийх зорчигч, ачаа тээвэрлэлтийг	NM	тээвэр
956	7040025	барилгажсан хэсэг	инженерийн дэд бүтцээр хангагдсан барилга байгууламж бүхий газрыг	NM	хэсэг
956	7040025	барилгажсан хэсг	инженерийн дэд бүтцээр хангагдсан барилга байгууламж бүхий газрыг	NM	хэсэг
957	7950014	шуудангийн сүлжээ	шуудангийн үйлчилгээ үзүүлэгч байгууллагын салбар, цэг болон тэдгээрийн хооронд шуудангийн илгээмж тээвэрлэх чиглэлийн нийлбэр цогцыг	NM	сүлжээ
958	1750008	дайн бүхий байдал	монгол улсын тусгаар тогтнол, бүрэн эрхт байдалд аюул занал учруулж, зэвсэглэн халдсан улс,түүний холбоотонтой дайн бүхий байдал зарласан мөчөөс түүнийг цуцлах хүртэл харилцах харилцааны онцгой хэлбэрийг хэлнэ	NM	байдал
958	1750008	дайн бүхий байдл	монгол улсын тусгаар тогтнол, бүрэн эрхт байдалд аюул занал учруулж, зэвсэглэн халдсан улс,түүний холбоотонтой дайн бүхий байдал зарласан мөчөөс түүнийг цуцлах хүртэл харилцах харилцааны онцгой хэлбэрийг хэлнэ	NM	байдал
959	140423	тайлагнагч этгээд	үндэстэн дамнасан группийн өмнөөс улс бүрээр тайлан гаргах үүрэгтэй группийн оролцогчийг ойлгох бөгөөд үндэстэн дамнасан группийн толгой этгээд, томилогдсон тайлагнагч этгээд, эсхүл энэ хуулийн 2722-т заасан этгээдийг	NM	этгээд
960	8400022	эрчим хүчний нөөц	цахилгаан, дулаан үйлдвэрлэх зориулалтаар ашиглаж болох бүх төрлийн түлш, сэргээгдэх болон бусад эх үүсвэрийг	NM	нөөц
972	1470029	ашиглалтын талбай	газрын тосны асуудал эрхэлсэн төрийн захиргааны төв байгууллагаас ашиглалтын үйл ажиллагаа явуулахыг зөвшөөрсөн талбайг	NM	талбай
961	1730028	даатгалын хураамж	даатгуулагч даатгалын зүйлээ даатгуулсны төлөө даатгагчид төлөх төлбөрийг	NM	хураамж
964	6930021	үнэлгээний тайлан	холбогдох хууль тогтоомж болон үйлчлүүлэгч, захиалагчтай хийсэн гэрээний дагуу үнэлгээчний бэлтгэн гаргасан, үнэлгээний зорилго, үнэ цэнийн суурь, он, сар, өдөр, хэрэглэсэн хандлага, арга, ашигласан мэдээллийн эх сурвалж, дэвшүүлсэн төсөөлөл, үнэ цэнийн талаарх дүгнэлт зэргийг багтаасан баримт бичгийг	NM	тайлан
