	id	leg_term	desc	pos_tag	term_root
278	938	төрь ордон	монгол улсын төрийн эрх барих дээд байгууллага болон төрийн тэргүүн, гүйцэтгэх дээд байгууллага байнга байрлаж, үйл ажиллагаагаа явуулж байгаа барилгыг	NM	ордон
278	938	төрийн ордн	монгол улсын төрийн эрх барих дээд байгууллага болон төрийн тэргүүн, гүйцэтгэх дээд байгууллага байнга байрлаж, үйл ажиллагаагаа явуулж байгаа барилгыг	NM	ордон
278	938	төр ордон	монгол улсын төрийн эрх барих дээд байгууллага болон төрийн тэргүүн, гүйцэтгэх дээд байгууллага байнга байрлаж, үйл ажиллагаагаа явуулж байгаа барилгыг	NM	ордон
274	190	бусад этгээд	улсын болон орон нутгийн төсвийн хөрөнгөөр худалдаж авах энэ  хуулийн 4.1.10-т заасан бүтээгдэхүүнийг гэрээгээр нийлүүлэх аж ахуйн нэгж, байгууллага,  иргэн	NM	этгээд
274	190	бусд этгээд	улсын болон орон нутгийн төсвийн хөрөнгөөр худалдаж авах энэ  хуулийн 4.1.10-т заасан бүтээгдэхүүнийг гэрээгээр нийлүүлэх аж ахуйн нэгж, байгууллага,  иргэн	NM	этгээд
272	398	дайны байдал	үндсэн хуулийн хорин тавдугаар зүйлийн з дахь хэсэгт заасан нөхцөл бий болох үед төрийн эрх барих дээд байгууллагаас монгол улсын нийт нутаг дэвсгэрт буюу зарим хэсэгт тогтоох улс төр, эдийн засаг, нийгэм, эрх зүйн, цэргийн онцгой дэглэм	NM	байдал
272	398	дайны байдл	үндсэн хуулийн хорин тавдугаар зүйлийн з дахь хэсэгт заасан нөхцөл бий болох үед төрийн эрх барих дээд байгууллагаас монгол улсын нийт нутаг дэвсгэрт буюу зарим хэсэгт тогтоох улс төр, эдийн засаг, нийгэм, эрх зүйн, цэргийн онцгой дэглэм	NM	байдал
385	8120015	хувийн хэрэг	эд хөрөнгийн эрхийн улсын бүртгэлийн мэдээллийн санд байгаа цаасан болон цахим нотлох баримт бичгийн бүрдлийг	NM	хэрэг
385	8120015	хув хэрг	эд хөрөнгийн эрхийн улсын бүртгэлийн мэдээллийн санд байгаа цаасан болон цахим нотлох баримт бичгийн бүрдлийг	NM	хэрэг
385	8120015	хув хэрэг	эд хөрөнгийн эрхийн улсын бүртгэлийн мэдээллийн санд байгаа цаасан болон цахим нотлох баримт бичгийн бүрдлийг	NM	хэрэг
385	8120015	хувь хэрэг	эд хөрөнгийн эрхийн улсын бүртгэлийн мэдээллийн санд байгаа цаасан болон цахим нотлох баримт бичгийн бүрдлийг	NM	хэрэг
385	8120015	хувь хэрг	эд хөрөнгийн эрхийн улсын бүртгэлийн мэдээллийн санд байгаа цаасан болон цахим нотлох баримт бичгийн бүрдлийг	NM	хэрэг
385	8120015	хувийн хэрг	эд хөрөнгийн эрхийн улсын бүртгэлийн мэдээллийн санд байгаа цаасан болон цахим нотлох баримт бичгийн бүрдлийг	NM	хэрэг
267	742	охин компани	компанийн нийт энгийн  хувьцааны 51-ээс 100 хүртэл хувийг өөр /толгой/ компани дангаараа эзэмшдэг бие даасан хуулийн этгээд	NM	компани
262	1092	үл мэдээлэгч	гэмт хэрэг үйлдэхээр бэлтгэж байгааг болон үйлдсэнийг мэдсээр байж зохих байгууллага, албан тушаалтанд мэдээлээгүй этгээд	NM	мэдээлэгч
261	620	мэх хэрэглэх	хоригдсон этгээдийн гаргасан зөрчлийг хүч хэрэглэхгүйгээр таслан зогсоох боломжгүй бол хамгаалалтын ажилтан зэвсэггүйгээр тулалдах мэх хэрэглэж болно.	NM	хэрэглэх
261	620	мэх хэрэглх	хоригдсон этгээдийн гаргасан зөрчлийг хүч хэрэглэхгүйгээр таслан зогсоох боломжгүй бол хамгаалалтын ажилтан зэвсэггүйгээр тулалдах мэх хэрэглэж болно.	NM	хэрэглэх
378	6660022	опцион гэрээ	үнэт цаасны зах зээлийн тухай хуулийн 4110-т заасныг	NM	гэрээ
379	7830011	цэргийн алба	зэвсэгт хүчин, хилийн ба дотоодын цэрэг, шүүхийн шийдвэр гүйцэтгэх, онцгой байдлын байгууллагад монгол улсын иргэн цэргийн алба хаах үндсэн үүргийг биеэр гүйцэтгэх, эсхүл цэргийн бүртгэлд байхыг	NM	алба
379	7830011	цэрг алба	зэвсэгт хүчин, хилийн ба дотоодын цэрэг, шүүхийн шийдвэр гүйцэтгэх, онцгой байдлын байгууллагад монгол улсын иргэн цэргийн алба хаах үндсэн үүргийг биеэр гүйцэтгэх, эсхүл цэргийн бүртгэлд байхыг	NM	алба
